from,to,n
Live Oak County,Wood County,0
Live Oak County,Garza County,0
Live Oak County,Culberson County,0
Live Oak County,Henderson County,0
Live Oak County,Presidio County,0
Live Oak County,Reeves County,0
Live Oak County,Delta County,0
Live Oak County,Real County,0
Live Oak County,Gaines County,0
Live Oak County,Archer County,0
Live Oak County,Glasscock County,0
Live Oak County,Madison County,0
Live Oak County,Mitchell County,0
Live Oak County,Castro County,0
Live Oak County,Kleberg County,0
Live Oak County,Cottle County,0
Live Oak County,Kimble County,0
Live Oak County,Loving County,0
Live Oak County,Jones County,0
Live Oak County,Reagan County,0
Live Oak County,Hunt County,0
Live Oak County,Houston County,0
Live Oak County,Baylor County,0
Live Oak County,Leon County,0
Live Oak County,San Saba County,0
Live Oak County,Crosby County,0
Live Oak County,Howard County,0
Live Oak County,Upshur County,0
Live Oak County,Wilbarger County,0
Live Oak County,Waller County,0
Live Oak County,Kendall County,0
Live Oak County,Johnson County,0
Live Oak County,Cherokee County,0
Live Oak County,Pecos County,0
Live Oak County,Jefferson County,0
Live Oak County,Lavaca County,0
Live Oak County,Harrison County,0
Live Oak County,Jeff Davis County,0
Live Oak County,Midland County,0
Live Oak County,Tom Green County,0
Live Oak County,Bell County,0
Live Oak County,Wheeler County,0
Live Oak County,Runnels County,0
Live Oak County,Galveston County,0
Live Oak County,Bosque County,0
Live Oak County,Milam County,0
Live Oak County,Polk County,0
Live Oak County,Ward County,0
Live Oak County,Rusk County,0
Live Oak County,Val Verde County,0
Live Oak County,Fannin County,0
Live Oak County,Deaf Smith County,0
Live Oak County,Eastland County,0
Live Oak County,Lampasas County,0
Live Oak County,Newton County,0
Jim Hogg County,Gregg County,0
Jim Hogg County,Borden County,0
Jim Hogg County,Gonzales County,0
Jim Hogg County,Caldwell County,0
Jim Hogg County,Willacy County,0
Jim Hogg County,Jim Wells County,41
Jim Hogg County,Kinney County,0
Jim Hogg County,Camp County,0
Jim Hogg County,Liberty County,0
Jim Hogg County,Haskell County,0
Jim Hogg County,San Jacinto County,0
Jim Hogg County,Wilson County,0
Jim Hogg County,DeWitt County,0
Jim Hogg County,Aransas County,0
Jim Hogg County,McMullen County,23
Jim Hogg County,Hutchinson County,0
Jim Hogg County,La Salle County,0
Jim Hogg County,Atascosa County,0
Jim Hogg County,Zapata County,0
Jim Hogg County,Brown County,0
Jim Hogg County,Mills County,0
Jim Hogg County,Donley County,0
Jim Hogg County,Guadalupe County,0
Jim Hogg County,Cooke County,0
Jim Hogg County,Parker County,0
Jim Hogg County,Randall County,0
Jim Hogg County,Burnet County,0
Jim Hogg County,Freestone County,0
Jim Hogg County,Crane County,0
Jim Hogg County,Bailey County,0
Jim Hogg County,Blanco County,0
Jim Hogg County,Ector County,0
Jim Hogg County,Hill County,0
Jim Hogg County,Refugio County,0
Jim Hogg County,Sabine County,0
Jim Hogg County,Denton County,0
Jim Hogg County,Goliad County,0
Jim Hogg County,Navarro County,0
Jim Hogg County,Comanche County,0
Jim Hogg County,Throckmorton County,0
Jim Hogg County,Uvalde County,0
Jim Hogg County,Nolan County,0
Jim Hogg County,Hale County,0
Jim Hogg County,Smith County,0
Jim Hogg County,Lipscomb County,0
Jim Hogg County,Titus County,0
Jim Hogg County,Jack County,0
Jim Hogg County,Montgomery County,0
Jim Hogg County,Wichita County,0
Jim Hogg County,Lamb County,0
Jim Hogg County,Angelina County,0
Jim Hogg County,Starr County,6
Jim Hogg County,Hemphill County,0
Jim Hogg County,Bandera County,0
Jim Hogg County,Jasper County,0
Jim Hogg County,Palo Pinto County,0
Jim Hogg County,Zavala County,0
Jim Hogg County,Clay County,0
Jim Hogg County,Victoria County,0
Jim Hogg County,Hartley County,0
Jim Hogg County,McCulloch County,0
Jim Hogg County,Ellis County,0
Jim Hogg County,Fort Bend County,0
Jim Hogg County,Rains County,0
Jim Hogg County,Lynn County,0
Jim Hogg County,Stephens County,0
Jim Hogg County,Red River County,0
Jim Hogg County,Terry County,0
Jim Hogg County,Brewster County,0
Jim Hogg County,Limestone County,0
Jim Hogg County,Travis County,0
Jim Hogg County,Upton County,0
Jim Hogg County,Bowie County,0
Jim Hogg County,Knox County,0
Jim Hogg County,Somervell County,0
Jim Hogg County,Sherman County,0
Jim Hogg County,Winkler County,0
Jim Hogg County,Andrews County,0
Jim Hogg County,Matagorda County,0
Jim Hogg County,Coryell County,0
Jim Hogg County,Colorado County,0
Jim Hogg County,Callahan County,0
Jim Hogg County,Morris County,0
Jim Hogg County,Bee County,0
Jim Hogg County,Franklin County,0
Jim Hogg County,Cass County,0
Jim Hogg County,Taylor County,0
Jim Hogg County,McLennan County,0
Jim Hogg County,Wharton County,0
Jim Hogg County,Robertson County,0
Jim Hogg County,Cameron County,0
Jim Hogg County,Van Zandt County,0
Jim Hogg County,Yoakum County,0
Jim Hogg County,Crockett County,0
Jim Hogg County,Panola County,0
Jim Hogg County,Terrell County,0
Jim Hogg County,Lee County,0
Jim Hogg County,Walker County,0
Jim Hogg County,Hidalgo County,0
Jim Hogg County,Collingsworth County,0
Jim Hogg County,Lamar County,0
Jim Hogg County,Live Oak County,0
Jim Hogg County,Jim Hogg County,1290
Jim Hogg County,Dallam County,0
Jim Hogg County,Dallas County,0
Jim Hogg County,Gray County,0
Jim Hogg County,Chambers County,0
Jim Hogg County,Hardin County,0
Jim Hogg County,Roberts County,0
Jim Hogg County,Scurry County,0
Jim Hogg County,Rockwall County,0
Jim Hogg County,Brazos County,0
Jim Hogg County,Calhoun County,0
Jim Hogg County,King County,0
Jim Hogg County,Grayson County,0
Jim Hogg County,Mason County,0
Jim Hogg County,Parmer County,0
Jim Hogg County,Shelby County,0
Jim Hogg County,El Paso County,0
Jim Hogg County,Hays County,0
Jim Hogg County,Tarrant County,0
Jim Hogg County,Kenedy County,0
Jim Hogg County,Martin County,0
Jim Hogg County,Jackson County,0
Jim Hogg County,San Patricio County,0
Jim Hogg County,Falls County,0
Jim Hogg County,Sterling County,0
Jim Hogg County,Gillespie County,0
Jim Hogg County,Carson County,0
Jim Hogg County,Dickens County,0
Jim Hogg County,Dimmit County,63
Jim Hogg County,Bastrop County,0
Jim Hogg County,Coke County,0
Jim Hogg County,Medina County,0
Jim Hogg County,Menard County,0
Jim Hogg County,Ochiltree County,0
Jim Hogg County,Bexar County,0
Jim Hogg County,Floyd County,0
Jim Hogg County,Brooks County,36
Jim Hogg County,Irion County,0
Jim Hogg County,Cochran County,0
Jim Hogg County,Kerr County,0
Jim Hogg County,Marion County,0
Jim Hogg County,Moore County,0
Jim Hogg County,Maverick County,5
Jim Hogg County,Nueces County,90
Jim Hogg County,Briscoe County,0
Jim Hogg County,Austin County,0
Jim Hogg County,Hockley County,0
Jim Hogg County,Swisher County,0
Jim Hogg County,Childress County,0
Jim Hogg County,Kaufman County,0
Jim Hogg County,Foard County,0
Jim Hogg County,Schleicher County,0
Jim Hogg County,Edwards County,0
Jim Hogg County,Hamilton County,0
Jim Hogg County,Potter County,0
Jim Hogg County,Trinity County,0
Jim Hogg County,Hudspeth County,0
Jim Hogg County,Brazoria County,0
Jim Hogg County,Montague County,0
Jim Hogg County,Tyler County,0
Jim Hogg County,Burleson County,0
Jim Hogg County,Llano County,0
Jim Hogg County,Grimes County,0
Jim Hogg County,Hansford County,0
Jim Hogg County,Orange County,0
Jim Hogg County,Harris County,0
Jim Hogg County,Nacogdoches County,0
Jim Hogg County,Shackelford County,0
Jim Hogg County,Sutton County,0
Jim Hogg County,Young County,0
Jim Hogg County,Fayette County,0
Jim Hogg County,Hood County,0
Jim Hogg County,Hopkins County,0
Jim Hogg County,Karnes County,39
Jim Hogg County,Lubbock County,0
Jim Hogg County,Coleman County,0
Jim Hogg County,Washington County,0
Jim Hogg County,Webb County,144
Jim Hogg County,Wise County,0
Jim Hogg County,Fisher County,0
Jim Hogg County,Oldham County,0
Jim Hogg County,Williamson County,0
Jim Hogg County,Armstrong County,0
Jim Hogg County,Frio County,0
Jim Hogg County,Erath County,0
Jim Hogg County,Stonewall County,0
Jim Hogg County,Anderson County,0
Jim Hogg County,Duval County,31
Jim Hogg County,Comal County,0
Jim Hogg County,Hall County,0
Jim Hogg County,Hardeman County,0
Jim Hogg County,Collin County,0
Jim Hogg County,Motley County,0
Jim Hogg County,Concho County,0
Jim Hogg County,Dawson County,0
Jim Hogg County,Kent County,0
Jim Hogg County,San Augustine County,0
Jim Hogg County,Wood County,0
Jim Hogg County,Garza County,0
Jim Hogg County,Culberson County,0
Jim Hogg County,Henderson County,0
Jim Hogg County,Presidio County,0
Jim Hogg County,Reeves County,0
Jim Hogg County,Delta County,0
Jim Hogg County,Real County,0
Jim Hogg County,Gaines County,0
Jim Hogg County,Archer County,0
Jim Hogg County,Glasscock County,0
Jim Hogg County,Madison County,0
Jim Hogg County,Mitchell County,0
Jim Hogg County,Castro County,0
Jim Hogg County,Kleberg County,6
Jim Hogg County,Cottle County,0
Jim Hogg County,Kimble County,0
Jim Hogg County,Loving County,0
Jim Hogg County,Jones County,0
Jim Hogg County,Reagan County,0
Jim Hogg County,Hunt County,0
Jim Hogg County,Houston County,0
Jim Hogg County,Baylor County,0
Jim Hogg County,Leon County,0
Jim Hogg County,San Saba County,0
Jim Hogg County,Crosby County,0
Jim Hogg County,Howard County,0
Jim Hogg County,Upshur County,0
Jim Hogg County,Wilbarger County,0
Jim Hogg County,Waller County,0
Jim Hogg County,Kendall County,0
Jim Hogg County,Johnson County,0
Jim Hogg County,Cherokee County,0
Jim Hogg County,Pecos County,0
Jim Hogg County,Jefferson County,0
Jim Hogg County,Lavaca County,0
Jim Hogg County,Harrison County,0
Jim Hogg County,Jeff Davis County,0
Jim Hogg County,Midland County,0
Jim Hogg County,Tom Green County,0
Jim Hogg County,Bell County,0
Jim Hogg County,Wheeler County,0
Jim Hogg County,Runnels County,0
Jim Hogg County,Galveston County,0
Jim Hogg County,Bosque County,0
Jim Hogg County,Milam County,0
Jim Hogg County,Polk County,0
Jim Hogg County,Ward County,0
Jim Hogg County,Rusk County,0
Jim Hogg County,Val Verde County,0
Jim Hogg County,Fannin County,0
Jim Hogg County,Deaf Smith County,0
Jim Hogg County,Eastland County,0
Jim Hogg County,Lampasas County,0
Jim Hogg County,Newton County,0
Dallam County,Gregg County,0
Dallam County,Borden County,0
Dallam County,Gonzales County,0
Dallam County,Caldwell County,0
Dallam County,Willacy County,0
Dallam County,Jim Wells County,0
Dallam County,Kinney County,0
Dallam County,Camp County,0
Dallam County,Liberty County,0
Dallam County,Haskell County,0
Dallam County,San Jacinto County,0
Dallam County,Wilson County,0
Dallam County,DeWitt County,0
Dallam County,Aransas County,0
Dallam County,McMullen County,0
Dallam County,Hutchinson County,0
Dallam County,La Salle County,0
Dallam County,Atascosa County,0
Dallam County,Zapata County,0
Dallam County,Brown County,0
Dallam County,Mills County,0
Dallam County,Donley County,0
Dallam County,Guadalupe County,0
Dallam County,Cooke County,0
Dallam County,Parker County,0
Dallam County,Randall County,4
Dallam County,Burnet County,0
Dallam County,Freestone County,0
Dallam County,Crane County,0
Dallam County,Bailey County,0
Dallam County,Blanco County,0
Dallam County,Ector County,0
Dallam County,Hill County,0
Dallam County,Refugio County,0
Dallam County,Sabine County,0
Dallam County,Denton County,0
Dallam County,Goliad County,0
Dallam County,Navarro County,0
Dallam County,Comanche County,0
Dallam County,Throckmorton County,0
Dallam County,Uvalde County,0
Dallam County,Nolan County,0
Dallam County,Hale County,0
Dallam County,Smith County,0
Dallam County,Lipscomb County,0
Dallam County,Titus County,0
Dallam County,Jack County,0
Dallam County,Montgomery County,0
Dallam County,Wichita County,0
Dallam County,Lamb County,0
Dallam County,Angelina County,0
Dallam County,Starr County,0
Dallam County,Hemphill County,0
Dallam County,Bandera County,0
Dallam County,Jasper County,0
Dallam County,Palo Pinto County,0
Dallam County,Zavala County,0
Dallam County,Clay County,0
Dallam County,Victoria County,0
Dallam County,Hartley County,550
Dallam County,McCulloch County,0
Dallam County,Ellis County,0
Dallam County,Fort Bend County,0
Dallam County,Rains County,0
Dallam County,Lynn County,0
Dallam County,Stephens County,0
Dallam County,Red River County,0
Dallam County,Terry County,0
Dallam County,Brewster County,0
Dallam County,Limestone County,0
Dallam County,Travis County,0
Dallam County,Upton County,0
Dallam County,Bowie County,0
Dallam County,Knox County,0
Dallam County,Somervell County,0
Dallam County,Sherman County,15
Dallam County,Winkler County,0
Dallam County,Andrews County,0
Dallam County,Matagorda County,0
Dallam County,Coryell County,0
Dallam County,Colorado County,0
Dallam County,Callahan County,0
Dallam County,Morris County,0
Dallam County,Bee County,0
Dallam County,Franklin County,0
Dallam County,Cass County,0
Dallam County,Taylor County,0
Dallam County,McLennan County,0
Dallam County,Wharton County,0
Dallam County,Robertson County,0
Dallam County,Cameron County,0
Dallam County,Van Zandt County,0
Dallam County,Yoakum County,0
Dallam County,Crockett County,0
Dallam County,Panola County,0
Dallam County,Terrell County,0
Dallam County,Lee County,0
Dallam County,Walker County,0
Dallam County,Hidalgo County,0
Dallam County,Collingsworth County,0
Dallam County,Lamar County,0
Dallam County,Live Oak County,0
Dallam County,Jim Hogg County,0
Dallam County,Dallam County,2638
Dallam County,Dallas County,0
Dallam County,Gray County,0
Dallam County,Chambers County,0
Dallam County,Hardin County,0
Dallam County,Roberts County,0
Dallam County,Scurry County,0
Dallam County,Rockwall County,0
Dallam County,Brazos County,0
Dallam County,Calhoun County,0
Dallam County,King County,0
Dallam County,Grayson County,0
Dallam County,Mason County,0
Dallam County,Parmer County,0
Dallam County,Shelby County,0
Dallam County,El Paso County,0
Dallam County,Hays County,0
Dallam County,Tarrant County,0
Dallam County,Kenedy County,0
Dallam County,Martin County,0
Dallam County,Jackson County,0
Dallam County,San Patricio County,0
Dallam County,Falls County,0
Dallam County,Sterling County,0
Dallam County,Gillespie County,0
Dallam County,Carson County,0
Dallam County,Dickens County,0
Dallam County,Dimmit County,0
Dallam County,Bastrop County,0
Dallam County,Coke County,0
Dallam County,Medina County,0
Dallam County,Menard County,0
Dallam County,Ochiltree County,0
Dallam County,Bexar County,0
Dallam County,Floyd County,0
Dallam County,Brooks County,0
Dallam County,Irion County,0
Dallam County,Cochran County,0
Dallam County,Kerr County,0
Dallam County,Marion County,0
Dallam County,Moore County,26
Dallam County,Maverick County,0
